Общее время (s);Пройденное время цикла (s);Всего циклов;Пройденным циклам;Шаг;Общее количество циклов(8800 (0,1) Форма волны);Общее количество циклов(8800 (0,2) Форма волны);Положение(8800 (0,1):Положение) (mm);Нагрузка(8800 (0,1):Нагрузка) (kN);Вращение(8800 (0,2):Вращение) (deg);Крутящий момент(8800 (0,2):Крутящий момент) (N·m);Напряжение(8800 (0,1):Нагрузка) (MPa);Напряжение сдвига(8800 (0,2):Крутящий момент) (MPa)
10,1225;10,1225;1;1;1;1;1;-67,3245710242243;0,00537291169166565;0,511179668828845;231,813490390778;0,0454637983725305;215,153656905729
10,1475;10,1475;1;1;1;1;1;-67,3243162143577;0,00605970621109009;0,621096049435437;231,817126274109;0,0512752260203934;215,157031487568
10,17;10,17;1;1;1;1;1;-67,3238155353216;0,00117242336273193;0,723916059359908;232,11345076561;0,00992065800247025;215,432059907483
10,195;10,195;1;1;1;1;1;-67,3233059155884;0,00240236520767212;0,829995162785053;231,670051813126;0,0203280183421232;215,020526886112
10,2175;10,2175;1;1;1;1;1;-67,3230332243276;0,00247523188591003;0,93007986433804;232,200667262077;0,0209445920283469;215,51300838087
10,2425;10,2425;1;1;1;1;1;-67,3228722917803;0,00287801027297974;1,04495577514172;232,210531830788;0,0243527692755097;215,522164008647
10,2675;10,2675;1;1;1;1;1;-67,3223000871675;0,0105336308479309;1,14969151094556;233,339101076126;0,0891320938223972;216,569625913459
10,2775;10,2775;1;1;1;1;1;-67,3227337109757;0,00166729092597961;1,20205451734364;232,076093554497;0,0141080633438789;215,397387462108
10,295;10,295;1;1;1;1;1;-67,3217144715092;0,00774174928665161;1,26740955747664;233,30283164978;0,0655081171657777;216,535963076586
10,3275;10,3275;1;1;1;1;1;-67,3217770563887;-0,000634193420410156;1,41954151913524;232,522517442703;-0,00536633457784867;215,811728024928
10,3525;10,3525;1;1;1;1;1;-67,3213479029292;0,00793546438217163;1,52856627479196;232,582181692123;0,0671472701148386;215,867104359703
10,3775;10,3775;1;1;1;1;1;-67,3209008680755;0,00821024179458618;1,63693841546774;232,634365558624;0,0694723455287374;215,915537907251
10,4;10,4;1;1;1;1;1;-67,3210126267889;0,000141113996505737;1,73765620216727;232,087627053261;0,00119405987904669;215,408092078271
10,425;10,425;1;1;1;1;1;-67,3198995100032;-0,000462830066680908;1,84622783213854;231,491148471832;-0,00391631466137171;214,854480863307
10,4475;10,4475;1;1;1;1;1;-67,320181141961;0,00395551323890686;1,94935373961926;231,829106807709;0,0334702423329401;215,168151011334
10,4725;10,4725;1;1;1;1;1;-67,3192155466771;0,00587537884712219;2,05844856798649;232,230797410011;0,0497155089450177;215,540973153326
10,49;10,49;1;1;1;1;1;-67,3192781315566;0,00856101512908936;2,13771337643266;233,372032642365;0,0724404732534215;216,600190773563
10,5025;10,5025;1;1;1;1;1;-67,319264720511;0,00508353114128113;2,18994721770287;231,92298412323;0,0430151560440102;215,255281608009
10,5275;10,5275;1;1;1;1;1;-67,3190456734327;0,00666171312332153;2,30068154633045;232,466503977776;0,0563692090313211;215,759740102246
10,55;10,55;1;1;1;1;1;-67,3181113705884;0,00243619084358215;2,40248395130038;232,561498880386;0,0206142396647669;215,847907967928
10,5675;10,5675;1;1;1;1;1;-67,3182320699989;0,00949591398239136;2,47765772044659;231,378614902496;0,0803512775629663;214,750034789325
10,58;10,58;1;1;1;1;1;-67,3178655014189;0,0109930336475372;2,53059379756451;232,795998454094;0,0930194080854394;216,065554666319
10,6175;10,6175;1;1;1;1;1;-67,3171547160015;0,0101298093795776;2,7002639696002;231,870666146278;0,0857150903670472;215,20672358818
10,6425;10,6425;1;1;1;1;1;-67,3165780410402;0,0136785209178925;2,80666468665004;231,89689218998;0,115743111506959;215,231064834235
10,665;10,665;1;1;1;1;1;-67,3161488875807;0,00489696860313416;2,9087158665061;231,974244117737;0,0414365256653762;215,302857679843
10,69;10,69;1;1;1;1;1;-67,3160415992158;0,0125356018543243;3,01613699644804;231,892377138138;0,1060721091075;215,226874267442
10,71;10,71;1;1;1;1;1;-67,3159253701538;0,00835001468658447;3,10465391725302;233,102336525917;0,070655057425829;216,349877016546
10,7325;10,7325;1;1;1;1;1;-67,3156929120299;0,00979527831077576;3,21024041622877;232,451677322388;0,0828843993127074;215,745979000072
10,7575;10,7575;1;1;1;1;1;-67,3153174027528;0,00834956765174866;3,31702586263418;233,078494668007;0,0706512747651773;216,327748611041
10,7825;10,7825;1;1;1;1;1;-67,3148480161564;0,014202892780304;3,42673256993294;232,483550906181;0,120180172451379;215,775561912181
10,8075;10,8075;1;1;1;1;1;-67,3144501551366;0,00907287001609802;3,53675980120897;232,513055205345;0,076771619699594;215,802945813993
10,82;10,82;1;1;1;1;1;-67,3145932062898;0,0124864280223846;3,59270732849836;233,810037374496;0,105656016435815;217,006717243188
10,83;10,83;1;1;1;1;1;-67,3141551121332;0,00763446092605591;3,63854426890612;232,479900121689;0,0646002786093747;215,772173500088
10,8525;10,8525;1;1;1;1;1;-67,3141238196934;0,000388473272323608;3,73941008001566;232,238575816154;0,00328713210630909;215,548192545622
10,8775;10,8775;1;1;1;1;1;-67,3128765924516;0,00236079096794128;3,84517829865217;231,490880250931;0,019976230901517;214,854231918745
10,9;10,9;1;1;1;1;1;-67,3126396639792;0,00128313899040222;3,94752033054829;232,176095247269;0,0108574969572028;215,490202292946
10,925;10,925;1;1;1;1;1;-67,3130196436048;0,000642389059066772;4,05615583062172;232,945904135704;0,00543568335646279;216,204687015929
10,95;10,95;1;1;1;1;1;-67,3127201302528;0,00456884503364563;4,16423879563808;233,222469687462;0,0386600527470437;216,461376519782
10,975;10,975;1;1;1;1;1;-67,311897586122;0,0081537663936615;4,27399914711714;233,575701713562;0,0689944693997419;216,789222677585
11;11;1;1;1;1;1;-67,3120451076238;0,00403851270675659;4,38373100012541;233,827784657478;0,0341725563272685;217,023189075036
11,0225;11,0225;1;1;1;1;1;-67,3110124571117;0,0065535306930542;4,48728304356337;233,887851238251;0,0554538051536148;217,078938826654
11,0575;11,0575;1;1;1;1;1;-67,3108604652615;0,00661700963973999;4,63879197835922;233,506470918655;0,0559909429661532;216,724967320101
11,075;11,075;1;1;1;1;1;-67,3110884530368;0,00695973634719849;4,72130410373211;232,160747051239;0,0588909827991072;215,475957131903
11,1;11,1;1;1;1;1;1;-67,3103776676195;0,00808700919151306;4,83024772256613;233,141034841537;0,0684295920757578;216,38579418473
11,1225;11,1225;1;1;1;1;1;-67,3102390868148;0,00824764370918274;4,93161510676146;233,556553721428;0,0697888281365945;216,771450801915
11,1475;11,1475;1;1;1;1;1;-67,3095283013974;-0,00202909111976624;5,0384434685111;232,649907469749;-0,0171694966979712;215,929962861589
11,1725;11,1725;1;1;1;1;1;-67,3095595938372;0,0052294135093689;5,14642350375652;233,100846409798;0,0442495643033415;216,348493991202
11,195;11,195;1;1;1;1;1;-67,3086387020386;0,00809282064437866;5,24819053709507;234,005346894264;0,0684787666642297;217,187990375031
11,205;11,205;1;1;1;1;1;-67,3088443380713;0,00769346952438354;5,29680423438549;232,780829071999;0,0650995898153964;216,051475468316
11,22;11,22;1;1;1;1;1;-67,3084375363544;0,00190556049346924;5,35465847700834;233,877196907997;0,0161242214712239;217,069050195444
11,2425;11,2425;1;1;1;1;1;-67,3087772828432;0,00590682029724121;5,45977424830198;233,988896012306;0,0499815560775191;217,172721775233
11,26;11,26;1;1;1;1;1;-67,3085224729766;0,00307142734527588;5,53464375436306;232,823818922043;0,0259894004508028;216,091375749492
11,2775;11,2775;1;1;1;1;1;-67,3077714544224;0,0100412964820862;5,60714352875948;234,091222286224;0,0849661235580147;217,267694125608
11,3;11,3;1;1;1;1;1;-67,3077222805885;0,00455573201179504;5,7119545340538;234,233275055885;0,0385490947012612;217,399537931655
11,31;11,31;1;1;1;1;1;-67,3078385096505;0,00365808606147766;5,75742870569229;232,795372605324;0,0309535121126896;216,064973795674
11,325;11,325;1;1;1;1;1;-67,3072573643407;0,00974610447883606;5,82115598022938;233,910232782364;0,0824683066410227;217,099711867321
11,35;11,35;1;1;1;1;1;-67,3075211149043;0,00081866979598999;5,92788308858871;234,151765704155;0,00692731254010823;217,323886445336
11,3725;11,3725;1;1;1;1;1;-67,3072260719009;0,00134691596031189;6,03324428200722;234,248206019402;0,011397156543509;217,413395845602
11,3975;11,3975;1;1;1;1;1;-67,3066985707735;0,00540196895599365;6,14306665956974;234,484404325485;0,0457096713148896;217,632619192885
11,42;11,42;1;1;1;1;1;-67,3061889510403;0,0101816654205322;6,24507576227188;233,706668019295;0,0861538790026419;216,910776775073
11,445;11,445;1;1;1;1;1;-67,305844734203;0,00989392399787903;6,35240033268929;234,193935990334;0,0837191064298445;217,363026062572
11,4675;11,4675;1;1;1;1;1;-67,305245707499;0,0142520666122437;6,45098425447941;235,310450196266;0,120596265123064;218,399299292351
11,4725;11,4725;1;1;1;1;1;-67,3054826359715;0,0133766233921051;6,47632442414761;234,05610024929;0,113188554680192;217,235096218249
11,4975;11,4975;1;1;1;1;1;-67,3053395848183;0,00760108232498169;6,58309914171696;233,907982707024;0,0643178399473827;217,097623499052
11,52;11,52;1;1;1;1;1;-67,3047673802056;0,00527456402778625;6,68387107551098;234,244287014008;0,0446316130291611;217,409758488947
11,5425;11,5425;1;1;1;1;1;-67,3045036296419;0,010731965303421;6,78488105535507;233,549997210503;0,0908103342648589;216,765365490401
11,5675;11,5675;1;1;1;1;1;-67,3046332697495;0,0064772367477417;6,89189784228802;233,819246292114;0,0548082310690616;217,015264339815
11,5925;11,5925;1;1;1;1;1;-67,3041325907133;0,00189721584320068;7,00579851865768;234,295859932899;0,0160536118057259;217,457624996104
11,6175;11,6175;1;1;1;1;1;-67,3031267622925;0,00295400619506836;7,11356297135353;234,770253300667;0,0249958215862951;217,897924944632
11,6425;11,6425;1;1;1;1;1;-67,303430745993;0,0083276629447937;7,22211800515652;234,857186675072;0,070465924393245;217,978610643203
11,6525;11,6525;1;1;1;1;1;-67,3033100465825;0,0121816992759705;7,27557711303234;233,741849660873;0,103077502758254;216,943430003445
11,6775;11,6775;1;1;1;1;1;-67,3026260832564;0,00972628593444824;7,37892128527164;233,658418059349;0,0823006086854649;216,865994414433
11,7025;11,7025;1;1;1;1;1;-67,3031044105498;0,00848740339279175;7,49015182256699;233,598336577415;0,0718175951327784;216,810230832561
11,715;11,715;1;1;1;1;1;-67,3025545576798;0,00831305980682373;7,5465090572834;234,715089201927;0,0703423574786235;217,846725346395
11,735;11,735;1;1;1;1;1;-67,3022595146763;0,00562742352485657;7,6302033662796;233,526617288589;0,0476173931702197;216,743665822753
11,7575;11,7575;1;1;1;1;1;-67,3013207414836;0,0128662586212158;7,73165389895439;233,765199780464;0,108870017102859;216,965102010586
11,78;11,78;1;1;1;1;1;-67,3014637926368;0,00854998826980591;7,83353492617607;234,850436449051;0,0723471676240134;217,972345538394
11,8025;11,8025;1;1;1;1;1;-67,3016962507607;0,0063757598400116;7,92741626501083;233,695343136787;0,0539495671011304;216,900265782458
11,825;11,825;1;1;1;1;1;-67,3006948926884;0,0113606452941895;8,03080804646015;234,302580356598;0,0961300160280035;217,463862440406
11,85;11,85;1;1;1;1;1;-67,3008960583726;0,00585466623306274;8,13976004719734;235,083594918251;0,0495402456681566;218,188747513975
11,875;11,875;1;1;1;1;1;-67,3001495101669;0,00896275043487549;8,24645765125752;234,81722176075;0,0758398242923971;217,941517903476
11,8975;11,8975;1;1;1;1;1;-67,3002031543493;0,0111806392669678;8,35007205605507;235,515743494034;0,0946068646722607;218,589838693999
11,9125;11,9125;1;1;1;1;1;-67,299867878209;0,00557675957679749;8,41600880026817;234,371528029442;0,0471886916296961;217,527855023074
11,9375;11,9375;1;1;1;1;1;-67,2998768189061;0,00592887401580811;8,52486960589886;234,61739718914;0,0501681673363353;217,75605420484
11,96;11,96;1;1;1;1;1;-67,2992777922022;0,00373676419258118;8,62681500613689;235,28228700161;0,0316192603873851;218,373160113349
11,97;11,97;1;1;1;1;1;-67,2989335753648;0,00225186347961426;8,66636887192726;233,921706676483;0,0190545225893912;217,11036116247
11,9925;11,9925;1;1;1;1;1;-67,2990632154724;0,00213846564292908;8,76876220107079;234,802544116974;0,0180949876707487;217,927895103837
12,015;12,015;1;1;1;1;1;-67,2990274526841;0,00757068395614624;8,86934906244278;234,419450163841;0,0640606190230685;217,572333118139
12,0375;12,0375;1;1;1;1;1;-67,2979590393838;0,00644892454147339;8,96756283938885;233,332693576813;0,0545686625611219;216,56367890448
12,06;12,06;1;1;1;1;1;-67,2977042295172;0,00821754336357117;9,07093115150929;233,415648341179;0,0695341289860481;216,640671925383
12,085;12,085;1;1;1;1;1;-67,2974181272108;0,00505924224853516;9,17603015899658;233,94787311554;0,0428096314819357;217,134647087512
12,1075;12,1075;1;1;1;1;1;-67,2974851824388;3,12924385070801E-05;9,27720040082932;234,498664736748;0,000264786245617533;217,645854745428
12,1325;12,1325;1;1;1;1;1;-67,2967654563244;0,00852793455123901;9,38848994672298;235,18393933773;0,0721605563651973;218,281880440643
12,1575;12,1575;1;1;1;1;1;-67,2965240575034;0,00519230961799622;9,49926853179932;235,341429710388;0,0439356034692521;218,428052389254
12,1825;12,1825;1;1;1;1;1;-67,296662638308;0,00609546899795532;9,60725896060467;235,53079366684;0,0515778388725277;218,603807249974
12,2075;12,2075;1;1;1;1;1;-67,2956925726755;0,00388160347938538;9,71970587968826;234,18128490448;0,0328448424385292;217,351284177401
12,2325;12,2325;1;1;1;1;1;-67,2958222127831;0,00534802675247192;9,83009353280067;234,184890985489;0,0452532302629203;217,354631098734
12,25;12,25;1;1;1;1;1;-67,2955003476884;0,00905796885490417;9,90397833287716;235,478892922401;0,0766455310112047;218,555636477241
12,2575;12,2575;1;1;1;1;1;-67,296054670907;0,00961214303970337;9,93723571300507;236,560761928558;0,0813347693324028;219,559754367771
12,28;12,28;1;1;1;1;1;-67,2952097750335;0,00434353947639465;10,0382631272078;235,091492533684;0,0367535917785975;218,196077548299
12,2875;12,2875;1;1;1;1;1;-67,2943693495086;0,00494331121444702;10,07099814713;233,920499682426;0,0418286614862669;217,109240911942
12,3125;12,3125;1;1;1;1;1;-67,2945794558898;0,00533461570739746;10,1812141388655;234,219834208488;0,04513975044337;217,387063043052
12,335;12,335;1;1;1;1;1;-67,2945526337986;0,00392049551010132;10,2764707803726;235,302478075027;0,0331739339152252;218,391900106761
12,3575;12,3575;1;1;1;1;1;-67,2941681838244;0,00603616237640381;10,3843981772661;234,375774860382;0,0510760058927383;217,531796645305
12,3775;12,3775;1;1;1;1;1;-67,2936228013029;0,00798642635345459;10,4690098017454;235,568910837173;0,06757849342913;218,639185038274
12,3925;12,3925;1;1;1;1;1;-67,293457398407;0,00546813011169434;10,532468855381;234,42967236042;0,0462695050913381;217,581820671999
12,415;12,415;1;1;1;1;1;-67,2934350466644;0,00769197940826416;10,636079236865;234,596595168114;0,0650869809465574;217,736747171038
12,44;12,44;1;1;1;1;1;-67,2928270792633;0,0135400891304016;10,7458318769932;235,2125197649;0,114571747591823;218,308406866741
12,4625;12,4625;1;1;1;1;1;-67,2929433083253;0,0018349289894104;10,84592923522;234,094575047493;0,0155265610882586;217,270805932632
12,4775;12,4775;1;1;1;1;1;-67,2927779054294;0,00883206725120544;10,9119088947773;235,361516475677;0,0747340264952229;218,446695570891
12,5025;12,5025;1;1;1;1;1;-67,292540976957;0,000681430101394653;11,017439737916;234,877839684486;0,00576603572004276;217,997779374471
12,525;12,525;1;1;1;1;1;-67,291642436901;0,0112661719322205;11,1226668208838;235,464215278625;0,0953306137436153;218,542013677602
12,55;12,55;1;1;1;1;1;-67,2914725636566;0,00626713037490845;11,2298043072224;234,608590602875;0,0530303805627724;217,747880525057
12,575;12,575;1;1;1;1;1;-67,2911909316988;0,00525116920471191;11,3350743055344;235,017418861389;0,0444336537883899;218,127327358447
12,5975;12,5975;1;1;1;1;1;-67,2908064817246;0,0111798942089081;11,4438284933567;235,515460371971;0,0946005602378413;218,589575919184
12,61;12,61;1;1;1;1;1;-67,2907841299819;0,00403165817260742;11,4945249259472;234,344616532326;0,0341145555306094;217,502877585361
12,6325;12,6325;1;1;1;1;1;-67,2905159090697;0,00800579786300659;11,5969973802567;235,024034976959;0,0677424087240361;218,133467990974
12,6575;12,6575;1;1;1;1;1;-67,2902387474604;0,0106616318225861;11,707635819912;235,837772488594;0,0902151956556614;218,888724301099
12,6825;12,6825;1;1;1;1;1;-67,289519021346;0,0110393762588501;11,8154820799828;235,139295458794;0,0934115439063301;218,240445001335
12,705;12,705;1;1;1;1;1;-67,2896128986653;0,00938445329666138;11,915929466486;235,447481274605;0,0794081341738143;218,526482302989
12,73;12,73;1;1;1;1;1;-67,2891166899776;0,0131507217884064;12,0243376493454;236,047476530075;0,11127705016421;219,083357457765
12,74;12,74;1;1;1;1;1;-67,2891345713718;0,00666528940200806;12,068030834198;234,966531395912;0,0563994703165346;218,080097042948
12,7625;12,7625;1;1;1;1;1;-67,2887054179122;0,00757724046707153;12,1710062026978;234,843775629997;0,0641160980459598;217,966163415106
12,7875;12,7875;1;1;1;1;1;-67,2887232993064;0,00961557030677795;12,2776213288307;235,36342382431;0,0813637697307324;218,448465843332
12,8125;12,8125;1;1;1;1;1;-67,288379082469;0,00591963529586792;12,3912598192692;235,452279448509;0,0500899923495339;218,530935644597
12,8375;12,8375;1;1;1;1;1;-67,2882002685276;0,00969365239143372;12,4991221725941;236,151903867722;0,0820244744578923;219,180279873875
12,8525;12,8525;1;1;1;1;1;-67,2881108615568;0,00613078474998474;12,5631706416607;234,854966402054;0,0518766690640103;217,97654993544
12,875;12,875;1;1;1;1;1;-67,2875475976412;0,0101824104785919;12,6682555675507;236,00609600544;0,0861601834370614;219,044950843961
12,9;12,9;1;1;1;1;1;-67,2869843337255;0,0058428943157196;12,773579210043;236,098349094391;0,049440635604329;219,13057394301
12,9075;12,9075;1;1;1;1;1;-67,287471601716;0,00544160604476929;12,8108914196491;234,797641634941;0,0460450672260051;217,923344950455
12,93;12,93;1;1;1;1;1;-67,2868010494355;0,00848650932312012;12,9129159450531;235,4945987463;0,071810029811475;218,570213564367
12,955;12,955;1;1;1;1;1;-67,2867161128133;0,00728577375411987;13,0163285136223;236,082434654236;0,0616498033010651;219,115803232336
12,9875;12,9875;1;1;1;1;1;-67,2857326361352;-0,000345110893249512;13,1600520014763;236,602038145065;-0,00292021402309622;219,598064169801
13,0025;13,0025;1;1;1;1;1;-67,2862199041257;0,00572711229324341;13,2271930575371;235,424846410751;0,0484609264955441;218,505474148013
13,0275;13,0275;1;1;1;1;1;-67,2857639285749;0,00786319375038147;13,3380018174648;236,015006899834;0,0665357399761505;219,053221335518
13,05;13,05;1;1;1;1;1;-67,2851246687341;0,00605791807174683;13,4404863417149;235,845595598221;0,0512600953777866;218,895985184155
13,075;13,075;1;1;1;1;1;-67,2849279733985;0,007009357213974;13,5487805306911;236,792117357254;0,0593108581314435;219,774482882686
13,0925;13,0925;1;1;1;1;1;-67,2849458547927;-0,00243425369262695;13,6253871023655;235,164895653725;-0,0205978481352763;218,264205376746
13,1175;13,1175;1;1;1;1;1;-67,2847223373658;0,00427961349487305;13,7357707321644;235,567316412926;0,0362126713054074;218,637705201156
13,1425;13,1425;1;1;1;1;1;-67,2839623781145;0,00748127698898315;13,8453336060047;235,580086708069;0,0633040868927327;218,649557728355
13,165;13,165;1;1;1;1;1;-67,2838506194011;0,00414028763771057;13,9454081654549;235,579401254654;0,0350337420689674;218,648921536696
13,1775;13,1775;1;1;1;1;1;-67,283841678704;0,0135613977909088;14,0027256309986;236,845150589943;0,114752054416219;219,823704754681
13,2175;13,2175;1;1;1;1;1;-67,2832113595603;-0,000887960195541382;14,1752184927464;236,191213130951;-0,00751362494111848;219,216764082451
13,24;13,24;1;1;1;1;1;-67,2828626723744;0,0093744695186615;14,2760883271694;237,067922949791;0,0793236547525935;220,030467043614
13,265;13,265;1;1;1;1;1;-67,2829163165569;0,0111435353755951;14,3820302188396;236,780434846878;0,0942929038381714;219,763639963989
13,2875;13,2875;1;1;1;1;1;-67,2829699607393;0,00518307089805603;14,4904638826847;236,953377723694;0,0438574284824508;219,924153885418
13,3325;13,3325;1;1;1;1;1;-67,2819060177875;0,00535234808921814;14,6846021711826;237,193658947945;0,0452897959825532;220,147166722144
13,355;13,355;1;1;1;1;1;-67,2819417805758;0,00385209918022156;14,7851514816284;236,680239439011;0,0325951868355183;219,670645339856
13,3725;13,3725;1;1;1;1;1;-67,281543919556;-0,00149205327033997;14,8603378236294;235,578417778015;-0,0126252603684208;218,648008739969
13,395;13,395;1;1;1;1;1;-67,2813069910836;0,00846236944198608;14,9609890580177;235,264703631401;0,0716057661362843;218,356840414289
13,4175;13,4175;1;1;1;1;1;-67,2812533469011;0,00866100192070007;15,0609938800335;235,149189829826;0,0732865283525137;218,24962828962
13,44;13,44;1;1;1;1;1;-67,2809225411094;0,000690370798110962;15,1587603986263;236,28830909729;0,00584168893307634;219,306882013868
13,4625;13,4625;1;1;1;1;1;-67,2806498498486;0,00689074397087097;15,2625028789043;236,985862255096;0,0583071921718647;219,954303837918
13,4875;13,4875;1;1;1;1;1;-67,2802072853435;0,00300601124763489;15,3675770759583;236,373975872993;0,0254358711087738;219,386392140896
13,51;13,51;1;1;1;1;1;-67,2797557801412;0,0036206841468811;15,4707616567612;236,603543162346;0,0306370295048325;219,599461025399
13,535;13,535;1;1;1;1;1;-67,2796440214278;0,00292479991912842;15,580407679081;236,253798007965;0,0247486877570521;219,2748511469
13,555;13,555;1;1;1;1;1;-67,2787231296292;0,00461697578430176;15,6652365624905;237,361907958984;0,0390673192105412;220,303324113739
13,5775;13,5775;1;1;1;1;1;-67,2787231296292;0,0126843154430389;15,7697702944279;237,207606434822;0,107330474217625;220,160111839364
13,595;13,595;1;1;1;1;1;-67,2787141889321;0,0115218758583069;15,8441077172756;236,027449369431;0,0974942956363757;219,064769597141
13,62;13,62;1;1;1;1;1;-67,2782537430328;0,00706255435943604;15,9521323442459;235,947102308273;0,0597609947489934;218,990196870591
13,6425;13,6425;1;1;1;1;1;-67,2781509250165;0,00674888491630554;16,0560746490955;235,692322254181;0,0571068278583986;218,753727197267
13,6525;13,6525;1;1;1;1;1;-67,2777083605113;0,00994414091110229;16,0994915664196;236,789956688881;0,0841440253097165;219,772477495937
13,6775;13,6775;1;1;1;1;1;-67,277431198902;0,00537991523742676;16,2058183550835;237,168699502945;0,0455230600560734;220,124001047631
13,7;13,7;1;1;1;1;1;-67,2775384872669;0,00781968235969543;16,3098236918449;236,347332596779;0,0661675610060538;219,361663647745
13,725;13,725;1;1;1;1;1;-67,2766578286051;0,00822678208351135;16,4152184128761;236,425742506981;0,0696123039728495;219,434438441348
13,7475;13,7475;1;1;1;1;1;-67,2767695873185;0,0143308937549591;16,5177699923515;236,939653754234;0,121263274284643;219,911416221999
13,7675;13,7675;1;1;1;1;1;-67,2765371291946;0,00968098640441895;16,6031071543694;235,722035169601;0,0819172990727614;218,781304722627
13,78;13,78;1;1;1;1;1;-67,2764119594356;0,013134628534317;16,655357927084;236,910879611969;0,11114087438075;219,884710002606
13,8025;13,8025;1;1;1;1;1;-67,2761347978263;0,0177310407161713;16,757390499115;237,638428807259;0,150034191201314;220,559972126831
13,8225;13,8225;1;1;1;1;1;-67,2759425728392;0,0137788057327271;16,8510465323925;236,460372805595;0,116591688379819;219,466579950344
13,8475;13,8475;1;1;1;1;1;-67,275558122865;0,0108499825000763;16,9575101137161;236,456483602524;0,0918089566769021;219,462970254196
13,865;13,865;1;1;1;1;1;-67,2753569571809;0,00819131731987;17,0345847308636;237,584799528122;0,0693122128944829;220,510197044699
13,9;13,9;1;1;1;1;1;-67,2742930142291;0,00439450144767761;17,1871340274811;236,316293478012;0,0371848150928889;219,332855229829
13,9225;13,9225;1;1;1;1;1;-67,273626932297;0,00251531600952148;17,2922618687153;235,660433769226;0,0212837706001141;218,724130454905
13,9475;13,9475;1;1;1;1;1;-67,2735285846292;0,00837907195091248;17,3995904624462;236,285135149956;0,0709009303681881;219,303936169885
13,9725;13,9725;1;1;1;1;1;-67,2743064252747;0,0073106586933136;17,5083647668362;237,41902410984;0,0618603714106752;220,356335475176
13,9925;13,9925;1;1;1;1;1;-67,2737923351929;0,00339463353157043;17,602804005146;235,463976860046;0,0287242641019668;218,541792393547
14,0175;14,0175;1;1;1;1;1;-67,2726255742248;0,00725001096725464;17,7115608751774;235,529825091362;0,0613471904489308;218,6029082835
14,0325;14,0325;1;1;1;1;1;-67,2727909771206;0,00436604022979736;17,777041643858;236,68946325779;0,0369439856980653;219,679206266736
14,0575;14,0575;1;1;1;1;1;-67,2729832021077;0,00271335244178772;17,8872616589069;237,218409776688;0,0229594892688079;220,170138773108
14,0825;14,0825;1;1;1;1;1;-67,271803030094;-0,00346660614013672;17,9953198134899;236,823812127113;-0,0293332724668871;219,803899831754
14,0925;14,0925;1;1;1;1;1;-67,2721293655372;-4,90248203277588E-05;18,0385020375252;237,903282046318;-0,000414831784800802;220,80579105148
14,115;14,115;1;1;1;1;1;-67,2720980730974;-0,000851899385452271;18,1401282548904;237,76039481163;-0,00720849031521637;220,673172751241
14,14;14,14;1;1;1;1;1;-67,2709402528263;0,000837445259094238;18,2460460066795;237,913385033607;0,00708618428747875;220,815167963313
14,1625;14,1625;1;1;1;1;1;-67,2708419051585;0,0019383430480957;18,3501559495926;237,174540758133;0,0164016165856803;220,12942250698
14,1875;14,1875;1;1;1;1;1;-67,270596035989;0,00326007604598999;18,4562332928181;236,979797482491;0,0275856832458114;219,948674924768
14,2125;14,2125;1;1;1;1;1;-67,2703233447282;0,00603705644607544;18,5674148797989;237,159088253975;0,0510835712140416;220,115080534162
14,235;14,235;1;1;1;1;1;-67,2698673691775;0,0020049512386322;18,6720545589924;237,469881772995;0,0169652330227805;220,403538130167
14,245;14,245;1;1;1;1;1;-67,269755610464;0,00860303640365601;18,7134075164795;238,663300871849;0,0727960433546793;221,511189297952
14,2575;14,2575;1;1;1;1;1;-67,2693577494442;0,00827059149742126;18,7651258707047;237,380132079124;0,069983004716714;220,320238513696
14,28;14,28;1;1;1;1;1;-67,2694739785062;0,00791162252426147;18,8695724308491;237,239316105843;0,0669455282134158;220,189542618685
14,305;14,305;1;1;1;1;1;-67,2697064366301;0,005045086145401;18,9767172932625;237,160161137581;0,0426898472279658;220,11607631241
14,3275;14,3275;1;1;1;1;1;-67,2687855448315;0,0112174451351166;19,0792071819305;237,732857465744;0,0949183037325823;220,647614442883
14,35;14,35;1;1;1;1;1;-67,2683698024176;-0,00214993953704834;19,1792750358582;237,127557396889;-0,0181920759608084;220,085815717882
14,375;14,375;1;1;1;1;1;-67,2686112012386;0,003385990858078;19,2844833433628;237,660273909569;0,028651132662701;220,580247278375
14,3975;14,3975;1;1;1;1;1;-67,2681060518539;0,00734925270080566;19,3873433768749;238,117352128029;0,0621869411136035;221,004476472404
14,4225;14,4225;1;1;1;1;1;-67,2681015815053;0,009937584400177;19,4959205389023;237,349405884743;0,0840885462868252;220,291720531102
14,445;14,445;1;1;1;1;1;-67,2675874914236;0,00503227114677429;19,5971216261387;237,860351800919;0,042581410955951;220,765946091319
14,47;14,47;1;1;1;1;1;-67,2672790373746;0,00488832592964172;19,7062137722969;238,447040319443;0,0413633942261104;221,310470829772
14,495;14,495;1;1;1;1;1;-67,2668543542635;0,00734984874725342;19,8151986300945;237,759053707123;0,0621919846611391;220,671928028431
14,5175;14,5175;1;1;1;1;1;-67,2675427879382;0,00854864716529846;19,9164010584354;237,359911203384;0,0723358196420584;220,301470859778
14,5425;14,5425;1;1;1;1;1;-67,2670018757653;0,00643685460090637;20,0219272077084;237,664937973022;0,0544665307235266;220,584576147702
