Общее время (s);Пройденное время цикла (s);Всего циклов;Пройденным циклам;Шаг;Общее количество циклов(8800 (0,1) Форма волны);Общее количество циклов(8800 (0,2) Форма волны);Положение(8800 (0,1):Положение) (mm);Нагрузка(8800 (0,1):Нагрузка) (kN);Вращение(8800 (0,2):Вращение) (deg);Крутящий момент(8800 (0,2):Крутящий момент) (N·m);Напряжение(8800 (0,1):Нагрузка) (MPa);Напряжение сдвига(8800 (0,2):Крутящий момент) (MPa);;;;
165.1;2.8775;1;1;2;1;1;-52.6726863;11.59377217;-31.2723121;181.5438718;103.5528061;177.203854;8.671224464;12.68026918;0.221200251;
165.125;2.9025;1;1;2;1;1;-52.67278018;11.49174094;-31.16559237;181.9282621;102.6414875;177.5790551;8.671130587;12.78698891;0.223061918;
165.1475;2.925;1;1;2;1;1;-52.67253878;11.39616847;-31.05976045;182.1309328;101.787857;177.7768807;8.671371986;12.89282084;0.224908097;
165.1725;2.95;1;1;2;1;1;-52.67333897;11.29692554;-30.9572947;182.6423258;100.9014429;178.2760482;8.670571793;12.99528658;0.226695555;
165.195;2.9725;1;1;2;1;1;-52.67274888;11.20643497;-30.85268319;182.8595251;100.0932026;178.4880551;8.671161879;13.0998981;0.228520445;
165.22;2.9975;1;1;2;1;1;-52.67324062;11.10767007;-30.74502736;183.1560582;99.21105813;178.7774993;8.670670141;13.20755392;0.230398441;
165.2425;3.02;1;1;2;1;1;-52.67318251;11.01412654;-30.64139217;183.513701;98.37554965;179.1265922;8.670728255;13.31118912;0.232206299;
165.2675;3.045;1;1;2;1;1;-52.67378153;10.92066288;-30.53130358;183.8677526;97.54075455;179.4721797;8.670129229;13.4212777;0.234126733;
165.2925;3.07;1;1;2;1;1;-52.6739827;10.82007527;-30.42709172;184.2719615;96.64233006;179.8667256;8.669928063;13.52548957;0.235944651;
165.315;3.0925;1;1;2;1;1;-52.67395141;10.71814299;-30.31875193;184.411943;95.7318952;180.0033607;8.669959355;13.63382936;0.237834579;
165.34;3.1175;1;1;2;1;1;-52.67474266;10.62721848;-30.21141529;184.7988814;94.91977925;180.3810489;8.669168104;13.741166;0.239707007;
165.365;3.1425;1;1;2;1;1;-52.67471584;10.53593159;-30.10394186;185.1059496;94.10442647;180.6807763;8.669194926;13.84863943;0.241581821;
165.3875;3.165;1;1;2;1;1;-52.67484995;10.44891715;-30.00092894;185.3209436;93.32723428;180.8906306;8.669060815;13.95165235;0.243378824;
165.4125;3.19;1;1;2;1;1;-52.67491253;10.35235524;-29.89175498;185.7753694;92.46476636;181.3341928;8.668998231;14.0608263;0.245283303;
165.435;3.2125;1;1;2;1;1;-52.67476054;10.26773334;-29.78688329;185.901463;91.70894369;181.457272;8.669150222;14.16569799;0.247112732;
165.46;3.2375;1;1;2;1;1;-52.67594071;10.18546462;-29.68297452;186.2924695;90.97413916;181.838931;8.66797005;14.26960677;0.248925363;
165.4825;3.26;1;1;2;1;1;-52.67565908;10.10400891;-29.58155215;186.5678579;90.24659622;182.1077359;8.668251682;14.37102914;0.250694619;
165.5075;3.285;1;1;2;1;1;-52.67577978;10.02171159;-29.4758141;186.6874546;89.51153615;182.2244735;8.668130983;14.47676718;0.252539161;
165.53;3.3075;1;1;2;1;1;-52.67602118;9.933553338;-29.37243372;187.0898008;88.72412771;182.6172012;8.667889584;14.58014756;0.254342574;
165.5525;3.33;1;1;2;1;1;-52.67629387;9.846174717;-29.27243292;187.210694;87.94368272;182.7352042;8.667616893;14.68014836;0.256087033;
165.5775;3.355;1;1;2;1;1;-52.67631622;9.753857255;-29.16606456;187.5795573;87.11912518;183.0952495;8.667594541;14.78651673;0.25794257;
165.6;3.3775;1;1;2;1;1;-52.67664256;9.679918289;-29.06106681;187.8718734;86.45871998;183.3805774;8.667268206;14.89151448;0.259774197;
165.625;3.4025;1;1;2;1;1;-52.67674091;9.582871199;-28.95468235;188.0635917;85.59191853;183.5677125;8.667169858;14.99789894;0.261630015;
165.6475;3.425;1;1;2;1;1;-52.67717453;9.51700747;-28.85454476;188.3287579;85.00363943;183.8265396;8.666736234;15.09803653;0.263376859;
165.67;3.4475;1;1;2;1;1;-52.67767521;9.440537095;-28.75290513;188.5877252;84.32062429;184.0793159;8.666235555;15.19967616;0.265149906;
165.695;3.4725;1;1;2;1;1;-52.67732652;9.36091125;-28.64723414;188.8253987;83.60942524;184.3113076;8.666584242;15.30534714;0.266993278;
165.7175;3.495;1;1;2;1;1;-52.67789873;9.286106229;-28.53815138;189.0233904;82.94128464;184.5045661;8.666012038;15.4144299;0.268896166;
165.7425;3.52;1;1;2;1;1;-52.67834576;9.206178188;-28.43167305;189.3422008;82.22738646;184.8157549;8.665565003;15.52090824;0.270753621;
165.7675;3.545;1;1;2;1;1;-52.67799707;9.129983187;-28.32529664;189.5312369;81.54683089;185.0002719;8.66591369;15.62728465;0.272609299;
165.79;3.5675;1;1;2;1;1;-52.6786721;9.055967331;-28.22075754;189.7166222;80.88573893;185.1812254;8.665238667;15.73182374;0.274432925;
165.815;3.5925;1;1;2;1;1;-52.67791661;8.980994821;-28.11574906;189.9466366;80.21610236;185.405741;8.665994156;15.83683223;0.27626474;
165.8375;3.615;1;1;2;1;1;-52.67873021;8.909534812;-28.00993055;190.2573556;79.57783862;185.7090319;8.665180553;15.94265074;0.278110685;
165.8625;3.64;1;1;2;1;1;-52.67911019;8.829395771;-27.90722609;190.4169321;78.86205583;185.8647935;8.664800573;16.0453552;0.279902307;
165.885;3.6625;1;1;2;1;1;-52.67886432;8.765284419;-27.80217469;190.6124651;78.28942854;186.0556521;8.665046442;16.1504066;0.281734871;
165.91;3.6875;1;1;2;1;1;-52.67893138;8.691369891;-27.69676656;190.7938421;77.62924161;186.232693;8.664979387;16.25581473;0.283573657;
165.9325;3.71;1;1;2;1;1;-52.6799372;8.622565866;-27.59620786;191.1199987;77.01470048;186.5510525;8.663973559;16.35637343;0.285327848;
165.9575;3.735;1;1;2;1;1;-52.6797718;8.544115424;-27.48763472;191.2894398;76.31399986;186.7164429;8.664138962;16.46494657;0.287221846;
165.9825;3.76;1;1;2;1;1;-52.67986568;8.469251394;-27.37431407;191.4974004;75.64533221;186.919432;8.664045084;16.57826722;0.289198661;
166.005;3.7825;1;1;2;1;1;-52.6802546;8.403658867;-27.27116972;191.784814;75.05947541;187.1999746;8.663656164;16.68141156;0.290997957;
166.03;3.8075;1;1;2;1;1;-52.67994168;8.337212801;-27.1649006;191.8893456;74.46599501;187.3020073;8.663969088;16.78768069;0.292851763;
166.0525;3.83;1;1;2;1;1;-52.68053623;8.275495768;-27.06418633;192.1819001;73.91475319;187.587568;8.663374532;16.88839495;0.294608667;
166.0775;3.855;1;1;2;1;1;-52.68016966;8.198050857;-26.95282906;192.3449785;73.22303373;187.7467477;8.663741101;16.99975222;0.296551233;
166.1;3.8775;1;1;2;1;1;-52.68080445;8.139858842;-26.84942186;192.6753074;72.70327654;188.0691797;8.663106311;17.10315943;0.298355114;
166.125;3.9025;1;1;2;1;1;-52.68026801;8.065769672;-26.73942178;192.6686913;72.04152976;188.0627218;8.663642753;17.2131595;0.300274005;
166.15;3.9275;1;1;2;1;1;-52.68084022;8.000461459;-26.63475394;192.9425895;71.45821239;188.3300722;8.663070548;17.31782734;0.302099877;
166.175;3.9525;1;1;2;1;1;-52.68099221;7.933874726;-26.52923048;193.2051331;70.86347558;188.5863393;8.662918557;17.42335081;0.303940675;
166.1975;3.975;1;1;2;1;1;-52.68157335;7.866469622;-26.41797781;193.1932867;70.26142928;188.5747761;8.662337411;17.53460348;0.305881416;
166.2225;4;1;1;2;1;1;-52.68181922;7.803917527;-26.31636769;193.5527176;69.7027289;188.9256144;8.662091542;17.6362136;0.307653948;
166.245;4.0225;1;1;2;1;1;-52.68202486;7.748983502;-26.21195465;193.5807019;69.2120713;188.9529298;8.661885906;17.74062663;0.309475376;
166.27;4.0475;1;1;2;1;1;-52.68208744;7.684346437;-26.10787958;193.7685162;68.63474846;189.1362541;8.661823321;17.84470171;0.311290908;
166.2925;4.07;1;1;2;1;1;-52.68228861;7.632436752;-26.00679249;194.026053;68.17110354;189.3876341;8.661622155;17.9457888;0.313054316;
166.315;4.0925;1;1;2;1;1;-52.68214109;7.575929165;-25.9060514;194.0365285;67.66639125;189.3978592;8.661769677;18.04652989;0.314811688;
166.34;4.1175;1;1;2;1;1;-52.68214556;7.517403364;-25.79634905;194.4411844;67.14365277;189.7928414;8.661765207;18.15623224;0.316725385;
166.3625;4.14;1;1;2;1;1;-52.68222155;7.459881902;-25.68496495;194.5866495;66.6298848;189.934829;8.661689211;18.26761633;0.318668418;
166.3875;4.165;1;1;2;1;1;-52.68295469;7.393683791;-25.58262527;194.6575642;66.03861907;190.0040483;8.660956074;18.36995602;0.320453677;
166.4125;4.19;1;1;2;1;1;-52.68260153;7.332587838;-25.47450811;194.8749274;65.4929246;190.2162153;8.661309231;18.47807318;0.322339721;
166.4375;4.215;1;1;2;1;1;-52.68261941;7.266563177;-25.36803514;194.404453;64.90320808;189.7569881;8.66129135;18.58454615;0.324197083;
166.4625;4.24;1;1;2;1;1;-52.68276247;7.207542062;-25.25712043;195.148766;64.37604557;190.4835075;8.661148299;18.69546086;0.326131928;
166.485;4.2625;1;1;2;1;1;-52.68314692;7.14779973;-25.1491186;195.3791082;63.84244132;190.708343;8.660763849;18.80346268;0.32801596;
166.51;4.2875;1;1;2;1;1;-52.68375935;7.09923625;-25.04322767;195.5836713;63.4086839;190.9080158;8.660151411;18.90935361;0.329863169;
166.535;4.3125;1;1;2;1;1;-52.68393817;7.043170333;-24.93600637;195.6669837;62.90791651;190.9893366;8.659972597;19.01657492;0.331733585;
166.5575;4.335;1;1;2;1;1;-52.68398734;6.990399361;-24.83461082;195.8021224;62.43657878;191.1212445;8.659923423;19.11797047;0.333502374;
166.5825;4.36;1;1;2;1;1;-52.68379959;6.927429438;-24.72535372;196.0615367;61.87414646;191.3744573;8.660111178;19.22722757;0.335408303;
166.605;4.3825;1;1;2;1;1;-52.68417062;6.865462065;-24.62466627;196.0456222;61.32066867;191.3589233;8.659740139;19.32791501;0.33716474;
166.6275;4.405;1;1;2;1;1;-52.68527927;6.798849702;-24.52403247;196.3070482;60.72570295;191.6140995;8.658631492;19.42854881;0.33892024;
166.6525;4.43;1;1;2;1;1;-52.68513622;6.728020906;-24.40734297;196.2255538;60.09307705;191.5345533;8.658774543;19.54523832;0.340955824;
166.68;4.4575;1;1;2;1;1;-52.68609735;6.64211154;-24.30067956;196.0147619;59.32575509;191.3288007;8.657813419;19.65190172;0.342816508;
166.7;4.4775;1;1;2;1;1;-52.68639239;6.589175463;-24.19887096;196.4823008;58.85294268;191.7851625;8.657518376;19.75371033;0.344592502;
166.725;4.5025;1;1;2;1;1;-52.68689307;6.517526507;-24.09588754;196.7501491;58.21299131;192.0466076;8.657017696;19.85669374;0.346388991;
166.7475;4.525;1;1;2;1;1;-52.68795254;6.455805898;-23.98890227;196.2501258;57.66171756;191.5585379;8.655958224;19.96367902;0.348255289;
166.7725;4.55;1;1;2;1;1;-52.6876575;6.391242743;-23.88136178;196.4032799;57.08505486;191.7080307;8.656253267;20.0712195;0.350131274;
166.7975;4.575;1;1;2;1;1;-52.68825652;6.318986416;-23.7755996;196.2562799;56.4396786;191.564545;8.65565424;20.17698169;0.351976236;
166.8225;4.6;1;1;2;1;1;-52.68837275;6.260337234;-23.66407067;196.4383721;55.9158381;191.742284;8.655538011;20.28851062;0.353921796;
166.845;4.6225;1;1;2;1;1;-52.68830123;6.199160218;-23.56395185;196.4446157;55.3694196;191.7483784;8.655609537;20.38862944;0.355668314;
166.87;4.6475;1;1;2;1;1;-52.68822523;6.129900813;-23.45940471;196.6122687;54.75081112;191.9120234;8.655685533;20.49317658;0.35749208;
166.8925;4.67;1;1;2;1;1;-52.68867674;6.06929481;-23.35601896;196.7809945;54.20949277;192.0767156;8.655234027;20.59656233;0.359295587;
166.9175;4.695;1;1;2;1;1;-52.68902989;6.011986136;-23.25363636;196.8394667;53.69762537;192.13379;8.65488087;20.69894493;0.361081595;
166.94;4.7175;1;1;2;1;1;-52.68911483;5.958407521;-23.14916432;196.7626512;53.21907397;192.0588108;8.654795933;20.80341697;0.362904052;
166.965;4.7425;1;1;2;1;1;-52.68896731;5.911977291;-23.03866535;197.1949786;52.80437023;192.4808029;8.654943455;20.91391593;0.364831645;
166.9875;4.765;1;1;2;1;1;-52.68928023;5.85570395;-22.93836951;196.9508976;52.30175018;192.242557;8.65463053;21.01421177;0.36658125;
167.01;4.7875;1;1;2;1;1;-52.68945905;5.798925161;-22.83693373;197.0824897;51.79461559;192.3710032;8.654451716;21.11564755;0.368350741;
167.0325;4.81;1;1;2;1;1;-52.68961551;5.752947927;-22.73049295;197.2503662;51.3839579;192.5348664;8.654295254;21.22208834;0.370207541;
167.0575;4.835;1;1;2;1;1;-52.6896021;5.693641305;-22.62373298;197.2952932;50.85424531;192.5787194;8.654308665;21.3288483;0.372069909;
167.0825;4.86;1;1;2;1;1;-52.68931153;5.643866658;-22.51448393;197.6071;50.40967004;192.8830721;8.654599238;21.43809736;0.373975698;
167.1075;4.885;1;1;2;1;1;-52.68978538;5.594863296;-22.40942851;197.5117177;49.9719837;192.78997;8.654125381;21.54315278;0.375808332;
167.13;4.9075;1;1;2;1;1;-52.68975856;5.547369123;-22.30934322;197.4414587;49.54777709;192.7213906;8.654152203;21.64323807;0.377554264;
167.1525;4.93;1;1;2;1;1;-52.68966915;5.515985489;-22.20680639;197.5976527;49.26746596;192.8738506;8.65424161;21.74577489;0.379342962;
167.175;4.9525;1;1;2;1;1;-52.68929811;5.474565625;-22.10181668;197.4704117;48.89751362;192.7496514;8.654612649;21.8507646;0.381174449;
167.2025;4.98;1;1;2;1;1;-52.68937411;5.432783365;-21.99245095;197.8839785;48.52432445;193.1533315;8.654536653;21.96013033;0.383082274;
167.225;5.0025;1;1;2;1;1;-52.68953057;5.388535261;-21.88625827;198.0892718;48.12911094;193.353717;8.654380191;22.06632301;0.384934746;
167.2525;5.03;1;1;2;1;1;-52.6896021;5.338844657;-21.77214101;197.7718323;47.68528632;193.0438663;8.654308665;22.18044028;0.386925458;
167.275;5.0525;1;1;2;1;1;-52.68888684;5.296078324;-21.66814908;198.3162314;47.30330765;193.5752509;8.655023921;22.2844322;0.38873954;
167.3;5.0775;1;1;2;1;1;-52.68906566;5.241003036;-21.55788749;198.2031465;46.81138832;193.4648694;8.654845107;22.39469379;0.390662992;
167.3225;5.1;1;1;2;1;1;-52.68940093;5.206570625;-21.45758361;198.1912553;46.50384624;193.4532625;8.654509831;22.49499768;0.392412737;
167.3475;5.125;1;1;2;1;1;-52.68991949;5.158394575;-21.34652942;198.146373;46.07354926;193.4094532;8.653991271;22.60605186;0.394350016;
167.37;5.1475;1;1;2;1;1;-52.68925341;5.116845965;-21.24579504;198.4845996;45.70244699;193.739594;8.654657352;22.70678625;0.396107271;
167.395;5.1725;1;1;2;1;1;-52.68965127;5.070548058;-21.13654867;198.0189681;45.28892513;193.285094;8.654259491;22.81603262;0.398013013;
167.4175;5.195;1;1;2;1;1;-52.68907013;5.031014681;-21.02343187;198.3488649;44.93582244;193.6071043;8.654840637;22.92914942;0.399986273;
167.4425;5.22;1;1;2;1;1;-52.68961551;4.983808398;-20.92335999;198.5242814;44.51418719;193.7783272;8.654295254;23.0292213;0.401731972;
167.4675;5.245;1;1;2;1;1;-52.68949034;4.953224957;-20.81676096;198.6325383;44.2410232;193.8839961;8.654420424;23.13582033;0.403591532;
167.49;5.2675;1;1;2;1;1;-52.68974515;4.913202524;-20.71533859;198.6589581;43.88355238;193.9097843;8.654165614;23.2372427;0.405360789;
167.5125;5.29;1;1;2;1;1;-52.68925341;4.869864881;-20.61526;198.5667497;43.49647089;193.8197802;8.654657352;23.33732128;0.407106605;
167.5375;5.315;1;1;2;1;1;-52.68963786;4.830291867;-20.51246032;198.5460371;43.14301418;193.7995628;8.654272902;23.44012097;0.408899888;
167.5625;5.34;1;1;2;1;1;-52.6899642;4.789049327;-20.39654329;198.8994181;42.77464565;194.1444958;8.653946567;23.55603799;0.410921996;
167.5875;5.365;1;1;2;1;1;-52.68956187;4.7457847;-20.293753;199.0578026;42.38821633;194.2990939;8.654348898;23.65882829;0.412715116;
167.61;5.3875;1;1;2;1;1;-52.68938752;4.712130427;-20.18729746;198.8750249;42.0876244;194.1206858;8.654523242;23.76528382;0.414572173;
167.6325;5.41;1;1;2;1;1;-52.68969598;4.674088061;-20.07989511;199.0870982;41.74783906;194.3276893;8.654214788;23.87268618;0.416445748;
167.655;5.4325;1;1;2;1;1;-52.68974068;4.639129639;-19.97673601;199.0443468;41.43559877;194.2859598;8.654170084;23.97584528;0.418245301;
167.6825;5.46;1;1;2;1;1;-52.68988373;4.600870013;-19.86010283;198.9949644;41.09387293;194.2377579;8.654027033;24.09247845;0.420279902;
167.7075;5.485;1;1;2;1;1;-52.69046935;4.564874768;-19.75333884;199.1535574;40.77237199;194.3925596;8.653441418;24.19924244;0.42214234;
167.7325;5.51;1;1;2;1;1;-52.69016536;4.525129497;-19.64341119;199.267447;40.41737672;194.5037266;8.653745401;24.3091701;0.424059967;
167.7575;5.535;1;1;2;1;1;-52.69029053;4.491234124;-19.54110235;198.9840418;40.11463133;194.2270965;8.653620232;24.41147894;0.425844688;
167.7825;5.56;1;1;2;1;1;-52.69013407;4.456630051;-19.43313673;199.4410306;39.80555601;194.6731605;8.653776694;24.51944456;0.427728088;
167.805;5.5825;1;1;2;1;1;-52.69048723;4.421083331;-19.3171218;199.4931251;39.48806119;194.7240095;8.653423536;24.63545948;0.429751904;
167.8325;5.61;1;1;2;1;1;-52.6905364;4.381168783;-19.20727998;199.2361844;39.13155397;194.4732113;8.653374362;24.74530131;0.431668034;
167.855;5.6325;1;1;2;1;1;-52.69080909;4.351927042;-19.10605744;199.4222254;38.87037372;194.6548048;8.653101671;24.84652385;0.433433805;
167.8775;5.655;1;1;2;1;1;-52.6906571;4.312975407;-18.99907082;199.6482462;38.52246701;194.8754223;8.653253663;24.95351046;0.435300127;
167.9025;5.68;1;1;2;1;1;-52.69085827;4.279349148;-18.89898688;199.4480491;38.2221253;194.6800111;8.653052497;25.05359441;0.437046036;
167.925;5.7025;1;1;2;1;1;-52.69059899;4.244489372;-18.7919265;199.6602714;37.91076609;194.88716;8.653311778;25.16065478;0.438913645;
167.95;5.7275;1;1;2;1;1;-52.69118013;4.208491147;-18.68612409;199.6381581;37.58923854;194.8655754;8.652730632;25.2664572;0.440759309;
167.9725;5.75;1;1;2;1;1;-52.69118013;4.170305729;-18.5854581;199.718982;37.2481755;194.9444671;8.652730632;25.36712319;0.442515371;
167.9975;5.775;1;1;2;1;1;-52.69118013;4.133989513;-18.47780362;199.7973174;36.92380773;195.0209298;8.652730632;25.47477767;0.444393344;
168.0225;5.8;1;1;2;1;1;-52.6910639;4.104461372;-18.37189257;199.8617947;36.66006942;195.0838657;8.652846861;25.58068871;0.446240903;
168.045;5.8225;1;1;2;1;1;-52.69133212;4.068407118;-18.26324299;199.8402476;36.33804143;195.0628337;8.65257864;25.6893383;0.448136235;
168.07;5.8475;1;1;2;1;1;-52.69195797;4.046221375;-18.15657154;200.133875;36.13988367;195.3494416;8.651952792;25.79600975;0.449997059;
168.095;5.8725;1;1;2;1;1;-52.691502;4.013803601;-18.04713205;199.966386;35.85033585;195.1859566;8.652408767;25.90544924;0.45190617;
168.1175;5.895;1;1;2;1;1;-52.69184621;3.984959722;-17.94187278;200.1363635;35.5927092;195.3518706;8.65206455;26.01070851;0.45374236;
168.1425;5.92;1;1;2;1;1;-52.69149306;3.958443403;-17.83836767;200.1927346;35.35587177;195.4068941;8.652417708;26.11421362;0.455547949;
168.165;5.9425;1;1;2;1;1;-52.69184174;3.92500788;-17.7347821;200.1379877;35.05723365;195.353456;8.652069021;26.21779919;0.457354941;
168.19;5.9675;1;1;2;1;1;-52.69175234;3.893800974;-17.63090014;200.2827674;34.77850102;195.4947746;8.652158428;26.32168114;0.459167104;
168.2125;5.99;1;1;2;1;1;-52.69181492;3.871207833;-17.5234133;200.0603676;34.57670448;195.2776915;8.652095843;26.42916799;0.461042153;
168.2375;6.015;1;1;2;1;1;-52.6919535;3.83556515;-17.41676733;200.0903785;34.25835253;195.3069849;8.651957262;26.53581396;0.462902532;
168.2625;6.04;1;1;2;1;1;-52.69215467;3.807117641;-17.31133237;200.3022879;34.00426618;195.5138284;8.651756096;26.64124891;0.464741787;
168.285;6.0625;1;1;2;1;1;-52.69245865;3.782496452;-17.20951572;200.2496272;33.78435559;195.4624266;8.651452113;26.74306557;0.466517922;
168.31;6.0875;1;1;2;1;1;-52.69266876;3.759005964;-17.09932387;200.283736;33.57454416;195.49572;8.651242006;26.85325742;0.468440157;
168.3325;6.11;1;1;2;1;1;-52.692481;3.727505505;-16.99579597;200.4278153;33.29318958;195.6363549;8.651429761;26.95678532;0.470246144;
168.3575;6.135;1;1;2;1;1;-52.6921189;3.706501126;-16.88438505;200.2985775;33.10558348;195.5102067;8.651791859;27.06819624;0.472189645;
168.3825;6.16;1;1;2;1;1;-52.69259276;3.674612045;-16.77692369;200.4842013;32.82075782;195.6913929;8.651318002;27.1756576;0.474064249;
168.405;6.1825;1;1;2;1;1;-52.69276711;3.648586571;-16.6736801;200.5884796;32.58830449;195.7931784;8.651143659;27.27890119;0.475865276;
168.43;6.2075;1;1;2;1;1;-52.69272687;3.623607457;-16.5714021;200.5360126;32.36519701;195.7419657;8.651183892;27.38117918;0.477649459;
168.4525;6.23;1;1;2;1;1;-52.69236924;3.599720299;-16.46947011;200.4688382;32.15184262;195.6763971;8.65154152;27.48311117;0.479427606;
168.475;6.2525;1;1;2;1;1;-52.69260617;3.570923507;-16.36696681;200.607568;31.89463654;195.8118104;8.651304591;27.58561447;0.481215719;
168.5;6.2775;1;1;2;1;1;-52.69333037;3.550618887;-16.26066282;200.5657107;31.71328052;195.7709537;8.650580395;27.69191846;0.483070133;
168.5225;6.3;1;1;2;1;1;-52.69267323;3.529122174;-16.15385458;200.5877495;31.52127701;195.7924657;8.651237536;27.79872671;0.484933344;
168.5475;6.325;1;1;2;1;1;-52.692481;3.501717746;-16.05197355;200.6496638;31.2765072;195.8528999;8.651429761;27.90060773;0.486710602;
168.57;6.3475;1;1;2;1;1;-52.69294145;3.478320241;-15.94949439;200.5790621;31.06752627;195.783986;8.650969315;28.00308689;0.488498294;
168.5925;6.37;1;1;2;1;1;-52.69278946;3.454601467;-15.84857091;200.6789297;30.85567584;195.8814661;8.651121307;28.10401037;0.490258848;
168.6175;6.395;1;1;2;1;1;-52.69294145;3.429305553;-15.7416755;200.6407082;30.62973878;195.8441584;8.650969315;28.21090579;0.492123579;
168.64;6.4175;1;1;2;1;1;-52.69331249;3.40823561;-15.63739255;200.7074356;30.44154707;195.9092906;8.650598276;28.31518874;0.493942737;
168.665;6.4425;1;1;2;1;1;-52.69299509;3.383732736;-15.53175911;200.7438987;30.22269325;195.944882;8.650915671;28.42082217;0.495785453;
168.6875;6.465;1;1;2;1;1;-52.69289675;3.359763622;-15.43050975;200.7972151;30.00860684;195.9969238;8.651014018;28.52207154;0.497551692;
168.7125;6.49;1;1;2;1;1;-52.69282522;3.340231478;-15.3208369;200.7786036;29.83415039;195.9787572;8.651085544;28.63174438;0.499464874;
168.735;6.5125;1;1;2;1;1;-52.69307109;3.318489492;-15.22065103;200.8158714;29.63995616;196.015134;8.650839675;28.73193026;0.501212561;
168.7575;6.535;1;1;2;1;1;-52.69294592;3.296538889;-15.12028679;200.8363158;29.44389862;196.0350897;8.650964845;28.83229449;0.50296336;
168.7825;6.56;1;1;2;1;1;-52.69292804;3.277941942;-15.01336858;200.9502351;29.27779513;196.1462857;8.650982726;28.93921271;0.504828488;
168.805;6.5825;1;1;2;1;1;-52.69324096;3.252694309;-14.90853444;200.8880079;29.05228929;196.085546;8.650669802;29.04404685;0.506657262;
168.83;6.6075;1;1;2;1;1;-52.69252124;3.23014468;-14.80522245;200.94046;28.85088138;196.1367442;8.651389528;29.14735883;0.508459482;
168.855;6.6325;1;1;2;1;1;-52.69340637;3.201743364;-14.69187096;200.9996474;28.59720761;196.1945167;8.650504399;29.26071033;0.510436836;
168.8775;6.655;1;1;2;1;1;-52.69310238;3.180819154;-14.58962783;200.8972019;28.41031756;196.0945203;8.650808382;29.36295345;0.51222041;
168.9025;6.68;1;1;2;1;1;-52.6927224;3.157108128;-14.48667929;200.9082735;28.19853634;196.1053272;8.651188362;29.465902;0.51401629;
168.925;6.7025;1;1;2;1;1;-52.69306215;3.139050603;-14.38120008;201.0074258;28.03725083;196.2021091;8.650848615;29.57138121;0.515856317;
168.95;6.7275;1;1;2;1;1;-52.69395175;3.111888468;-14.27445352;200.9808868;27.79464513;196.1762046;8.649959016;29.67812777;0.517718451;
168.975;6.7525;1;1;2;1;1;-52.69386681;3.08858335;-14.16610569;200.9633332;27.58648937;196.1590707;8.650043953;29.7864756;0.519608519;
168.9975;6.775;1;1;2;1;1;-52.69345107;3.067045808;-14.0631786;200.9570897;27.39412118;196.1529764;8.650459695;29.88940269;0.521404025;
169.0225;6.8;1;1;2;1;1;-52.69379529;3.044967949;-13.95239666;200.9830028;27.19692702;196.17827;8.650115478;30.00018463;0.523336554;
169.0475;6.825;1;1;2;1;1;-52.69413503;3.017880917;-13.84096563;201.1454403;26.95499211;196.3368243;8.649775732;30.11161566;0.525280406;
169.0725;6.85;1;1;2;1;1;-52.69363435;2.994725704;-13.73375639;201.1037916;26.74817528;196.2961712;8.650276411;30.21882489;0.527150612;
169.095;6.8725;1;1;2;1;1;-52.69367459;2.971668243;-13.62941846;200.9216994;26.54223154;196.1184321;8.650236178;30.32316282;0.528970729;
169.12;6.8975;1;1;2;1;1;-52.69354495;2.95118928;-13.52023914;201.1700869;26.35931832;196.3608816;8.650365818;30.43234214;0.530875302;
169.145;6.9225;1;1;2;1;1;-52.69383552;2.926824391;-13.41392845;200.9931505;26.14169695;196.1881751;8.650075245;30.53865284;0.532729833;
169.1675;6.945;1;1;2;1;1;-52.69427808;2.907955647;-13.30924317;201.0626346;25.97316583;196.2559981;8.649632681;30.64333811;0.534556009;
169.1925;6.97;1;1;2;1;1;-52.6938534;2.892658412;-13.20277959;201.3607919;25.83653459;196.5470276;8.650057364;30.7498017;0.536413207;
169.215;6.9925;1;1;2;1;1;-52.69452395;2.870057225;-13.09805006;201.2979388;25.63466618;196.4856771;8.649386812;30.85453123;0.538240156;
169.24;7.0175;1;1;2;1;1;-52.69452395;2.847644985;-12.99196467;200.6837875;25.43448539;195.8862078;8.649386812;30.96061662;0.540090757;
169.2625;7.04;1;1;2;1;1;-52.69493075;2.83760488;-12.89089367;201.1768669;25.34480958;196.3674995;8.64898001;31.06168762;0.541853884;
169.2875;7.065;1;1;2;1;1;-52.69455971;2.821950614;-12.78425708;201.6209513;25.20498941;196.8009676;8.649351049;31.1683242;0.5437141;
169.3125;7.09;1;1;2;1;1;-52.69424679;2.811525166;-12.67341211;202.4693191;25.11187179;197.6290542;8.649663973;31.27916917;0.545647729;
169.3325;7.11;1;1;2;1;1;-52.69455077;2.823581994;-12.58404627;201.4428675;25.2195605;196.6271411;8.649359989;31.36853501;0.547206666;
169.3375;7.115;1;1;2;1;1;-52.69427808;2.817705274;-12.56214604;200.159952;25.16707104;195.3748952;8.649632681;31.39043525;0.547588704;
169.3575;7.135;1;1;2;1;1;-52.69432279;2.798967659;-12.47839272;201.224193;24.99971114;196.4136942;8.649587977;31.47418857;0.549049734;
169.38;7.1575;1;1;2;1;1;-52.69490393;2.782552838;-12.36873597;200.9912282;24.85309788;196.1862988;8.649006832;31.58384532;0.550962635;
